timestamp,service_name,endpoint,response_time_ms,status_code,level,message,anomaly
2026-03-30T14:12:38.084438,inventory-db,/products/list,820,400,INFO,Request processed successfully,0
2026-03-30T14:12:38.125507,inventory-db,/products/list,762,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.184829,auth-service,/login,162,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.215308,auth-service,/verify-token,305,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.244470,auth-service,/logout,540,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.271591,gateway-proxy,/metrics,370,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.304421,auth-service,/logout,272,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.336919,inventory-db,/stock/update,415,201,INFO,Request processed successfully,0
2026-03-30T14:12:38.364555,gateway-proxy,/health,172,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.388489,auth-service,/logout,715,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.412634,billing-api,/subscription/cancel,787,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.463485,billing-api,/invoice/download,701,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.492536,auth-service,/verify-token,452,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.638847,inventory-db,/products/list,399,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.756470,auth-service,/logout,739,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.811074,gateway-proxy,/metrics,138,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.861176,auth-service,/logout,380,200,INFO,Request processed successfully,0
2026-03-30T14:12:38.907375,auth-service,/verify-token,479,200,INFO,Request processed successfully,0
2026-03-30T14:12:39.065416,inventory-db,/stock/update,981,200,INFO,Request processed successfully,0
2026-03-30T14:12:39.210220,billing-api,/invoice/download,11,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:39.254902,billing-api,/subscription/cancel,816,200,INFO,Request processed successfully,0
2026-03-30T14:12:39.425098,auth-service,/verify-token,583,404,INFO,Request processed successfully,0
2026-03-30T14:12:39.508322,inventory-db,/stock/update,29,200,INFO,Request processed successfully,0
2026-03-30T14:12:39.545922,gateway-proxy,/metrics,925,500,INFO,Request processed successfully,1
2026-03-30T14:12:39.581705,billing-api,/subscription/cancel,692,200,INFO,Request processed successfully,0
2026-03-30T14:12:39.613640,billing-api,/checkout,568,400,ERROR,Internal connection timeout,0
2026-03-30T14:12:39.656202,inventory-db,/products/list,751,200,INFO,Request processed successfully,0
2026-03-30T14:12:39.772779,auth-service,/logout,140,200,INFO,Request processed successfully,0
2026-03-30T14:12:39.837623,billing-api,/checkout,836,200,INFO,Request processed successfully,0
2026-03-30T14:12:39.907091,billing-api,/subscription/cancel,841,200,INFO,Request processed successfully,0
2026-03-30T14:12:39.945395,gateway-proxy,/metrics,943,200,ERROR,Internal connection timeout,0
2026-03-30T14:12:39.997863,billing-api,/checkout,389,200,INFO,Request processed successfully,0
2026-03-30T14:12:40.052667,gateway-proxy,/metrics,619,200,INFO,Request processed successfully,0
2026-03-30T14:12:40.526107,gateway-proxy,/health,696,200,INFO,Request processed successfully,0
2026-03-30T14:12:40.565996,inventory-db,/products/list,952,200,INFO,Request processed successfully,0
2026-03-30T14:12:40.609470,auth-service,/logout,472,201,INFO,Request processed successfully,0
2026-03-30T14:12:40.682956,gateway-proxy,/metrics,446,200,INFO,Request processed successfully,0
2026-03-30T14:12:40.736986,billing-api,/invoice/download,456,200,INFO,Request processed successfully,0
2026-03-30T14:12:40.788249,gateway-proxy,/metrics,831,200,INFO,Request processed successfully,0
2026-03-30T14:12:41.425394,auth-service,/login,325,200,INFO,Request processed successfully,0
2026-03-30T14:12:41.458181,billing-api,/subscription/cancel,492,200,INFO,Request processed successfully,0
2026-03-30T14:12:41.490746,inventory-db,/stock/update,621,200,INFO,Request processed successfully,0
2026-03-30T14:12:41.569799,gateway-proxy,/metrics,899,200,INFO,Request processed successfully,0
2026-03-30T14:12:41.610319,auth-service,/verify-token,427,404,INFO,Request processed successfully,0
2026-03-30T14:12:41.640447,inventory-db,/stock/update,865,200,INFO,Request processed successfully,0
2026-03-30T14:12:41.787542,inventory-db,/products/list,215,201,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:41.869154,inventory-db,/products/list,53,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:41.941675,inventory-db,/stock/update,110,200,INFO,Request processed successfully,0
2026-03-30T14:12:41.994363,auth-service,/logout,25,200,INFO,Request processed successfully,0
2026-03-30T14:12:42.123669,gateway-proxy,/health,823,401,INFO,Request processed successfully,1
2026-03-30T14:12:42.208692,gateway-proxy,/metrics,621,200,INFO,Request processed successfully,0
2026-03-30T14:12:42.276818,billing-api,/checkout,189,200,INFO,Request processed successfully,0
2026-03-30T14:12:42.404589,gateway-proxy,/metrics,51,201,WARNING,Slow response detected from upstream,1
2026-03-30T14:12:42.441812,inventory-db,/products/list,543,400,INFO,Request processed successfully,0
2026-03-30T14:12:42.474645,inventory-db,/stock/update,219,200,INFO,Request processed successfully,0
2026-03-30T14:12:42.507806,inventory-db,/stock/update,422,200,INFO,Request processed successfully,0
2026-03-30T14:12:42.540691,inventory-db,/products/list,893,401,INFO,Request processed successfully,1
2026-03-30T14:12:42.626825,gateway-proxy,/health,142,200,INFO,Request processed successfully,0
2026-03-30T14:12:42.682025,billing-api,/invoice/download,613,200,INFO,Request processed successfully,0
2026-03-30T14:12:42.821905,billing-api,/invoice/download,718,200,INFO,Request processed successfully,0
2026-03-30T14:12:42.907913,gateway-proxy,/health,327,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.069534,billing-api,/checkout,906,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.143053,inventory-db,/products/list,893,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.174122,gateway-proxy,/health,305,201,INFO,Request processed successfully,0
2026-03-30T14:12:43.214338,inventory-db,/stock/update,862,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.281891,gateway-proxy,/metrics,443,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.309526,billing-api,/checkout,924,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.336637,gateway-proxy,/health,317,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.368731,auth-service,/login,464,201,ERROR,Internal connection timeout,0
2026-03-30T14:12:43.427666,gateway-proxy,/health,64,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.489046,auth-service,/verify-token,231,201,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:43.538974,auth-service,/logout,836,400,INFO,Request processed successfully,0
2026-03-30T14:12:43.572050,inventory-db,/stock/update,950,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.617824,billing-api,/checkout,661,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:43.703295,gateway-proxy,/metrics,848,404,INFO,Request processed successfully,1
2026-03-30T14:12:43.745959,gateway-proxy,/metrics,208,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.778636,inventory-db,/products/list,590,404,ERROR,Internal connection timeout,0
2026-03-30T14:12:43.821533,auth-service,/logout,158,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.849345,billing-api,/subscription/cancel,239,200,INFO,Request processed successfully,0
2026-03-30T14:12:43.920456,gateway-proxy,/health,568,404,INFO,Request processed successfully,0
2026-03-30T14:12:43.971104,gateway-proxy,/metrics,820,201,INFO,Request processed successfully,0
2026-03-30T14:12:44.009970,inventory-db,/stock/update,504,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.057795,inventory-db,/stock/update,973,201,INFO,Request processed successfully,1
2026-03-30T14:12:44.088535,auth-service,/login,270,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:44.116927,auth-service,/login,288,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.144375,billing-api,/invoice/download,871,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.170812,auth-service,/verify-token,88,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.264691,inventory-db,/products/list,388,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.290820,inventory-db,/stock/update,60,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.316758,auth-service,/login,151,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.345945,gateway-proxy,/metrics,377,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.379713,gateway-proxy,/health,298,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.408669,auth-service,/logout,548,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.443322,auth-service,/logout,759,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:44.474074,auth-service,/verify-token,865,200,ERROR,Internal connection timeout,0
2026-03-30T14:12:44.503508,auth-service,/login,419,201,INFO,Request processed successfully,0
2026-03-30T14:12:44.569430,billing-api,/subscription/cancel,617,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.599110,billing-api,/invoice/download,812,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.635241,billing-api,/subscription/cancel,288,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.685883,billing-api,/subscription/cancel,58,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.722076,billing-api,/checkout,633,201,INFO,Request processed successfully,0
2026-03-30T14:12:44.761492,billing-api,/subscription/cancel,768,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.844046,auth-service,/login,292,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.873967,billing-api,/invoice/download,507,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.899311,auth-service,/verify-token,540,201,INFO,Request processed successfully,0
2026-03-30T14:12:44.924437,auth-service,/logout,761,400,INFO,Request processed successfully,0
2026-03-30T14:12:44.952525,inventory-db,/products/list,49,200,INFO,Request processed successfully,0
2026-03-30T14:12:44.977513,auth-service,/login,816,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.001177,billing-api,/subscription/cancel,282,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.025647,auth-service,/login,410,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.049265,inventory-db,/products/list,157,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.072427,gateway-proxy,/metrics,55,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.096518,inventory-db,/products/list,765,401,INFO,Request processed successfully,0
2026-03-30T14:12:45.120358,auth-service,/login,932,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.147430,billing-api,/subscription/cancel,856,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.173793,billing-api,/invoice/download,918,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.200145,gateway-proxy,/metrics,716,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.229325,gateway-proxy,/metrics,480,200,ERROR,Internal connection timeout,0
2026-03-30T14:12:45.250635,inventory-db,/products/list,969,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.271287,billing-api,/subscription/cancel,334,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.295782,inventory-db,/products/list,468,201,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:45.323743,gateway-proxy,/health,999,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.351211,auth-service,/logout,256,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.451808,billing-api,/subscription/cancel,21,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.473872,billing-api,/checkout,281,201,INFO,Request processed successfully,0
2026-03-30T14:12:45.503502,gateway-proxy,/health,158,201,ERROR,Internal connection timeout,0
2026-03-30T14:12:45.527462,billing-api,/checkout,697,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.551204,billing-api,/checkout,945,201,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:45.574036,gateway-proxy,/metrics,132,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.599473,gateway-proxy,/metrics,203,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.624677,gateway-proxy,/metrics,243,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:45.648639,auth-service,/logout,653,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.675058,billing-api,/invoice/download,916,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.700621,auth-service,/verify-token,680,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.723867,gateway-proxy,/health,405,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.748207,auth-service,/logout,701,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.773037,inventory-db,/products/list,334,500,INFO,Request processed successfully,1
2026-03-30T14:12:45.795786,inventory-db,/products/list,310,201,INFO,Request processed successfully,0
2026-03-30T14:12:45.819383,inventory-db,/products/list,91,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.842055,auth-service,/verify-token,258,500,INFO,Request processed successfully,1
2026-03-30T14:12:45.866651,inventory-db,/products/list,381,201,INFO,Request processed successfully,0
2026-03-30T14:12:45.890898,gateway-proxy,/metrics,870,400,INFO,Request processed successfully,1
2026-03-30T14:12:45.913627,inventory-db,/stock/update,224,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.936950,auth-service,/logout,471,404,INFO,Request processed successfully,0
2026-03-30T14:12:45.961595,inventory-db,/products/list,705,200,INFO,Request processed successfully,0
2026-03-30T14:12:45.984115,inventory-db,/stock/update,345,404,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:46.005294,auth-service,/verify-token,807,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.035809,gateway-proxy,/metrics,848,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.069771,gateway-proxy,/metrics,216,201,ERROR,Internal connection timeout,0
2026-03-30T14:12:46.105957,billing-api,/subscription/cancel,81,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.136750,inventory-db,/stock/update,521,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.167784,gateway-proxy,/metrics,861,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.189091,billing-api,/checkout,930,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.212324,billing-api,/subscription/cancel,623,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.234732,auth-service,/verify-token,501,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.265204,gateway-proxy,/metrics,584,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:46.292109,auth-service,/login,597,201,INFO,Request processed successfully,0
2026-03-30T14:12:46.322021,gateway-proxy,/health,215,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:46.352918,billing-api,/invoice/download,612,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.380427,billing-api,/subscription/cancel,857,200,ERROR,Internal connection timeout,0
2026-03-30T14:12:46.405916,auth-service,/verify-token,127,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.427974,auth-service,/login,501,201,INFO,Request processed successfully,0
2026-03-30T14:12:46.458051,gateway-proxy,/health,112,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.485325,billing-api,/subscription/cancel,160,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.509943,gateway-proxy,/health,753,500,INFO,Request processed successfully,1
2026-03-30T14:12:46.535252,inventory-db,/products/list,234,201,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:46.564727,inventory-db,/stock/update,847,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.592569,gateway-proxy,/health,426,400,INFO,Request processed successfully,0
2026-03-30T14:12:46.616901,gateway-proxy,/metrics,585,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.640477,billing-api,/checkout,528,500,INFO,Request processed successfully,1
2026-03-30T14:12:46.663373,billing-api,/checkout,648,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:46.686309,gateway-proxy,/health,412,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.705622,inventory-db,/products/list,897,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.727352,inventory-db,/stock/update,763,201,INFO,Request processed successfully,0
2026-03-30T14:12:46.749076,gateway-proxy,/health,496,500,INFO,Request processed successfully,1
2026-03-30T14:12:46.771108,inventory-db,/products/list,415,401,INFO,Request processed successfully,0
2026-03-30T14:12:46.800789,billing-api,/invoice/download,770,404,INFO,Request processed successfully,0
2026-03-30T14:12:46.829795,gateway-proxy,/health,791,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.862822,billing-api,/checkout,236,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.888153,gateway-proxy,/metrics,394,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:46.917166,inventory-db,/products/list,244,200,INFO,Request processed successfully,0
2026-03-30T14:12:46.950341,auth-service,/logout,399,400,INFO,Request processed successfully,0
2026-03-30T14:12:46.978610,inventory-db,/stock/update,27,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.009264,inventory-db,/products/list,761,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.036954,inventory-db,/products/list,742,201,ERROR,Internal connection timeout,0
2026-03-30T14:12:47.060299,gateway-proxy,/health,552,404,INFO,Request processed successfully,0
2026-03-30T14:12:47.101321,billing-api,/invoice/download,394,201,INFO,Request processed successfully,0
2026-03-30T14:12:47.140656,gateway-proxy,/metrics,261,201,INFO,Request processed successfully,0
2026-03-30T14:12:47.164888,billing-api,/checkout,322,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.189352,billing-api,/invoice/download,683,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:47.213945,auth-service,/verify-token,539,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.238432,inventory-db,/products/list,43,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:47.264906,auth-service,/logout,35,201,INFO,Request processed successfully,1
2026-03-30T14:12:47.287694,auth-service,/logout,946,400,INFO,Request processed successfully,1
2026-03-30T14:12:47.309993,inventory-db,/stock/update,105,201,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:47.332645,auth-service,/logout,899,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.354033,auth-service,/login,983,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.374593,auth-service,/logout,853,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.395070,inventory-db,/stock/update,797,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:47.418650,gateway-proxy,/metrics,837,201,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:47.440237,billing-api,/checkout,451,201,INFO,Request processed successfully,0
2026-03-30T14:12:47.465359,billing-api,/checkout,337,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.489452,gateway-proxy,/health,395,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.588171,auth-service,/logout,185,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:47.624375,gateway-proxy,/metrics,698,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.645722,inventory-db,/products/list,568,201,INFO,Request processed successfully,0
2026-03-30T14:12:47.669119,inventory-db,/products/list,545,400,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:47.689783,auth-service,/verify-token,720,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.709622,inventory-db,/products/list,278,500,INFO,Request processed successfully,1
2026-03-30T14:12:47.729494,billing-api,/checkout,872,400,INFO,Request processed successfully,1
2026-03-30T14:12:47.749572,billing-api,/invoice/download,510,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.773721,gateway-proxy,/metrics,602,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.798360,gateway-proxy,/metrics,831,404,INFO,Request processed successfully,1
2026-03-30T14:12:47.822275,inventory-db,/products/list,196,400,INFO,Request processed successfully,1
2026-03-30T14:12:47.845663,auth-service,/logout,695,201,INFO,Request processed successfully,0
2026-03-30T14:12:47.870979,billing-api,/subscription/cancel,472,404,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:47.893460,gateway-proxy,/metrics,31,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.913602,inventory-db,/stock/update,771,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.934218,gateway-proxy,/metrics,689,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.964304,billing-api,/subscription/cancel,497,200,INFO,Request processed successfully,0
2026-03-30T14:12:47.987292,inventory-db,/products/list,430,404,ERROR,Internal connection timeout,0
2026-03-30T14:12:48.009163,inventory-db,/products/list,737,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.030918,inventory-db,/stock/update,269,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.053818,inventory-db,/products/list,735,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.075839,auth-service,/login,662,400,INFO,Request processed successfully,0
2026-03-30T14:12:48.100209,gateway-proxy,/metrics,45,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.120596,inventory-db,/stock/update,613,404,INFO,Request processed successfully,0
2026-03-30T14:12:48.140024,billing-api,/checkout,43,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.159750,inventory-db,/stock/update,962,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.183140,billing-api,/invoice/download,80,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.206204,auth-service,/verify-token,980,404,INFO,Request processed successfully,1
2026-03-30T14:12:48.229855,auth-service,/verify-token,321,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.252359,auth-service,/logout,862,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.273171,billing-api,/checkout,673,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.295234,inventory-db,/stock/update,990,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:48.321703,billing-api,/subscription/cancel,269,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.344279,billing-api,/checkout,357,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.369663,auth-service,/login,269,400,INFO,Request processed successfully,0
2026-03-30T14:12:48.395629,billing-api,/subscription/cancel,773,404,INFO,Request processed successfully,1
2026-03-30T14:12:48.421592,inventory-db,/stock/update,961,201,INFO,Request processed successfully,1
2026-03-30T14:12:48.446938,inventory-db,/stock/update,751,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.470762,inventory-db,/products/list,457,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.496984,gateway-proxy,/health,998,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.521819,auth-service,/login,506,200,ERROR,Internal connection timeout,0
2026-03-30T14:12:48.547682,inventory-db,/products/list,597,200,ERROR,Internal connection timeout,0
2026-03-30T14:12:48.574788,billing-api,/checkout,634,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:48.604235,inventory-db,/products/list,416,400,INFO,Request processed successfully,0
2026-03-30T14:12:48.632163,auth-service,/login,443,400,INFO,Request processed successfully,0
2026-03-30T14:12:48.656548,gateway-proxy,/health,482,201,INFO,Request processed successfully,0
2026-03-30T14:12:48.684216,inventory-db,/products/list,921,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.718110,billing-api,/checkout,400,201,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:48.743407,inventory-db,/stock/update,398,201,INFO,Request processed successfully,0
2026-03-30T14:12:48.771201,auth-service,/login,405,201,INFO,Request processed successfully,0
2026-03-30T14:12:48.797640,auth-service,/login,269,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.822521,gateway-proxy,/metrics,19,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.848418,auth-service,/login,78,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.871882,auth-service,/verify-token,35,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.896286,inventory-db,/stock/update,92,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.917420,auth-service,/login,310,400,INFO,Request processed successfully,0
2026-03-30T14:12:48.937716,billing-api,/subscription/cancel,983,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.961899,inventory-db,/stock/update,480,200,INFO,Request processed successfully,0
2026-03-30T14:12:48.983968,gateway-proxy,/metrics,895,401,INFO,Request processed successfully,1
2026-03-30T14:12:49.005132,gateway-proxy,/metrics,838,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:49.028718,auth-service,/verify-token,676,200,INFO,Request processed successfully,0
2026-03-30T14:12:49.051398,auth-service,/login,586,201,INFO,Request processed successfully,0
2026-03-30T14:12:49.072204,auth-service,/verify-token,137,400,INFO,Request processed successfully,1
2026-03-30T14:12:49.095694,billing-api,/subscription/cancel,321,201,INFO,Request processed successfully,0
2026-03-30T14:12:49.118598,gateway-proxy,/health,119,201,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:49.141775,gateway-proxy,/health,316,201,INFO,Request processed successfully,0
2026-03-30T14:12:49.164794,auth-service,/logout,229,200,INFO,Request processed successfully,0
2026-03-30T14:12:49.189453,auth-service,/verify-token,446,200,ERROR,Internal connection timeout,0
2026-03-30T14:12:49.271753,auth-service,/verify-token,132,200,INFO,Request processed successfully,0
2026-03-30T14:12:49.296432,inventory-db,/stock/update,153,401,INFO,Request processed successfully,1
2026-03-30T14:12:49.322577,auth-service,/logout,999,200,INFO,Request processed successfully,0
2026-03-30T14:12:49.348651,gateway-proxy,/health,429,200,INFO,Request processed successfully,0
2026-03-30T14:12:49.375774,auth-service,/logout,491,500,INFO,Request processed successfully,1
2026-03-30T14:12:49.402395,gateway-proxy,/metrics,179,200,WARNING,Slow response detected from upstream,0
2026-03-30T14:12:49.428512,auth-service,/verify-token,264,200,INFO,Request processed successfully,0
